student_id,week,attendance_rate,absence_count,consecutive_absence,late_count,assignment_submission_rate,overdue_assignment_count,lms_login_days,lms_activity_change,video_completion_rate,quiz_score
S0190,4,98.90,0,0,0,83.70,0,6,8.30,90.90,74.40
S0191,1,95.10,0,0,0,93.40,0,3,-9.80,86.50,62.30
S0191,2,85.90,2,0,2,69.80,2,3,-16.80,75.80,66.70
S0191,3,86.80,2,2,3,74.70,2,3,-36.00,64.10,60.90
S0191,4,76.70,3,3,4,58.70,2,3,-32.40,75.30,70.10
S0192,1,90.40,0,0,2,91.40,1,5,-1.60,84.40,79.80
S0192,2,88.00,2,1,1,89.40,0,6,4.60,81.20,75.00
S0192,3,83.60,2,2,1,87.50,1,2,-9.40,90.90,70.30
S0192,4,80.10,2,2,2,91.00,0,4,-12.50,86.20,80.50
S0193,1,95.50,1,1,0,89.50,0,4,21.70,87.50,92.50
S0193,2,95.80,1,0,1,97.00,0,5,-5.60,92.80,92.50
S0193,3,98.90,1,0,0,97.00,0,6,-0.90,94.10,76.30
S0193,4,96.00,1,0,0,95.60,0,6,4.50,98.60,86.00
S0194,1,96.30,0,0,0,95.70,2,7,3.90,94.10,98.90
S0194,2,98.40,1,0,1,98.20,0,4,10.20,85.20,77.70
S0194,3,96.80,0,0,0,98.20,0,5,-10.80,96.50,81.50
S0194,4,96.50,1,0,0,96.00,0,6,0.50,82.60,82.40
S0195,1,93.30,2,0,1,89.10,0,5,7.30,94.20,78.80
S0195,2,84.10,2,2,1,91.10,1,3,-7.50,81.70,89.00
S0195,3,86.00,2,2,2,83.90,1,5,3.80,93.80,68.30
S0195,4,85.70,1,1,2,84.80,0,4,-6.30,87.00,79.80
S0196,1,96.50,1,0,0,90.60,0,5,-21.30,81.70,74.60
S0196,2,97.50,1,0,0,81.20,2,3,-16.90,70.60,84.30
S0196,3,94.30,2,1,0,83.70,0,4,-32.50,66.60,64.30
S0196,4,95.60,1,0,0,79.90,1,4,-32.60,56.00,89.80
S0197,1,92.30,0,0,1,97.90,0,5,5.70,78.20,86.50
S0197,2,88.10,2,1,1,88.50,0,6,-3.20,96.90,86.00
S0197,3,82.80,2,2,2,88.40,0,5,-21.20,83.00,72.30
S0197,4,79.90,3,3,3,90.70,0,4,7.30,74.90,88.20
S0198,1,89.20,0,0,1,82.20,0,4,-11.50,65.20,64.50
S0198,2,95.30,0,0,0,78.70,1,3,-24.50,77.80,59.20
S0198,3,83.40,2,2,2,78.90,1,3,-26.10,73.40,58.30
S0198,4,73.50,3,2,4,69.40,0,4,-27.80,61.60,50.40
S0199,1,96.00,1,0,0,91.80,0,5,10.30,95.30,78.90
S0199,2,100.00,0,0,1,95.10,0,6,3.20,91.90,92.70
S0199,3,93.90,0,0,1,96.40,1,5,-0.80,93.30,82.50
S0199,4,96.80,0,0,0,96.20,0,4,5.80,99.40,85.50
S0200,1,97.40,1,0,0,91.20,0,5,1.30,90.80,66.20
S0200,2,95.50,1,0,1,94.60,0,5,6.00,90.50,82.00
S0200,3,92.40,2,0,1,92.30,0,5,1.30,82.60,85.40
S0200,4,94.60,0,0,0,90.10,1,5,-8.10,88.80,70.10
